1433548800,0.0
1433592000,0.0
1433635200,0.0
1433678400,0.0
1433721600,0.0
1433764800,0.0008535233401889857
1433808000,0.004161232520102339
1433851200,0.0
1433894400,0.0
1433937600,0.0
1433980800,0.0
1434024000,0.0
1434067200,0.0
1434110400,0.0
1434153600,0.0
1434196800,0.0
1434240000,0.0
1434283200,0.0
1434326400,0.0
1434369600,0.0
1434412800,0.0
1434456000,0.12406844345346409
1434499200,0.0
1434542400,0.03934502187773072
1434585600,0.0
1434628800,0.03785709007217232
1434672000,0.0
1434715200,0.0
1434758400,0.0
1434801600,0.0
1434844800,0.0
1434888000,0.0
1434931200,0.0
1434974400,0.0
1435017600,0.0
1435060800,0.0
1435104000,0.0
1435147200,0.0
1435190400,0.0
1435233600,0.0
1435276800,0.0
1435320000,0.0
1435363200,0.0
1435406400,0.0
1435449600,0.0
1435492800,0.0
1435536000,0.0
1435579200,0.0
1435622400,0.0
1435665600,0.0
1435708800,0.0
1435752000,0.0
1435795200,0.0
1435838400,0.0
1435881600,0.0
1435924800,0.0
1435968000,0.0
1436011200,0.0
1436054400,0.0
1436097600,0.0
1436140800,0.0
1436184000,0.0
