1435824000,1102329608.5257561
1435827600,1116989086.7685628
1435831200,1144772900.679063
1435834800,1165784319.93472
1435838400,1181378771.8124275
1435842000,1195826569.9089615
1435845600,1210551009.5821
1435849200,1225672818.2573876
1435852800,1241143217.8854473
1435856400,1256339855.1121483
1435860000,1271625258.5503132
1435863600,1288713802.105138
1435867200,1305507952.4716697
1435870800,1323007640.1331115
1435874400,1341558395.6027381
1435878000,1357729350.0247872
1435881600,1369894998.6240678
1435885200,1380348832.7726693
1435888800,1390419026.5511222
1435892400,1399503115.4695482
1435896000,1223155524.4356565
1435899600,1158790656.6335387
1435903200,1171707059.003117
1435906800,1186426421.0242224
1435910400,1200653841.4693103
1435914000,1213911460.8053036
1435917600,1226311408.6989365
1435921200,1240440426.7318535
1435924800,1256154403.08316
1435928400,1270997448.8415318
1435932000,1285561355.4325418
1435935600,1300758650.8871784
1435939200,1316120304.2331872
1435942800,1331269302.1524005
1435946400,1346553768.1530006
1435950000,1361422447.91007
1435953600,1377549018.677322
1435957200,1394684881.4570587
1435960800,1413758814.9381382
1435964400,1431482225.1696973
1435968000,1445869242.7617476
1435971600,1459534615.962611
1435975200,1470591102.2600598
1435978800,1480744422.0906599
1435982400,1253515620.0984683
1435986000,1170914139.35501
1435989600,1182767392.4705365
1435993200,1197264713.872827
1435996800,1213473750.4730198
1436000400,1227720791.8883705
1436004000,1242145231.2308292
1436007600,1257406641.0274107
1436011200,1272702583.940144
1436014800,1287791950.4054413
1436018400,1302158207.7200298
1436022000,1316656416.044852
1436025600,1331400578.018423
1436029200,1346554600.6954646
1436032800,1361398114.401833
1436036400,1377299364.9889607
1436040000,1393632926.5804925
1436043600,1410351704.4142265
1436047200,1427373413.5194945
1436050800,1443718655.6952438
1436054400,1456885393.231855
1436058000,1468135611.1989694
1436061600,1477722547.7081513
1436065200,1486024766.000195
1436068800,1272531746.2856839
1436072400,1193862156.9685807
1436076000,1204460207.8150885
1436079600,1217246717.18261
1436083200,1231940545.4038863
1436086800,1246585662.838696
1436090400,1261728853.7221684
1436094000,1277864457.1610358
1436097600,1293234938.3340693
1436101200,1308900261.7424726
1436104800,1324751974.446156
1436108400,1340360064.8548923
1436112000,1356554015.304955
1436115600,1374639689.6746633
1436119200,1392587413.3537374
1436122800,1412653791.3835173
1436126400,1433710184.987533
1436130000,1455181925.6265259
1436133600,1476432316.5918484
1436137200,1494609352.927566
1436140800,1509947937.127425
1436144400,1524180417.7499862
1436148000,1536777406.067142
1436151600,1548138611.1909893
1436155200,1357827698.7536101
1436158800,1289498654.5369565
1436162400,1304694257.1446924
1436166000,1320930991.4834828
1436169600,1336819068.636392
1436173200,1350970844.5978627
1436176800,1364138852.2407804
1436180400,1378227931.0385673
1436184000,1394046691.6285558
1436187600,1409558594.8272328
1436191200,1424927959.5523355
1436194800,1440421657.1700232
1436198400,1456946270.7058434
1436202000,1473565357.3843255
1436205600,1490110337.4251957
1436209200,1507626460.9522839
1436212800,1524307916.369606
1436216400,1543555683.1842523
1436220000,1563032967.7736478
1436223600,1579000084.721835
1436227200,1591794023.4880505
1436230800,1602795606.424181
1436234400,1612427122.1169217
1436238000,1621101505.6602213
1436241600,1408461055.532454
1436245200,1331306273.750678
1436248800,1344468492.1640308
1436252400,1358920586.0472326
1436256000,1374589397.1981637
1436259600,1388458163.3318672
1436263200,1401208234.1972985
1436266800,1414975981.3316913
1436270400,1523531246.8882163
1436274000,1690348946.3047776
1436277600,1704234705.894381
1436281200,1718014324.6814103
1436284800,1731893082.2400198
1436288400,1745407340.229728
1436292000,1759031296
1436295600,1775788962.7636318
1436299200,1790762086.8992758
1436302800,1807464108.2404194
1436306400,1824676325.8317032
1436310000,1838876763.3282933
1436313600,1852277546.6672068
1436317200,1866410302.4737027
1436320800,1878666369.4515743
1436324400,1890541074.147637
1436328000,1677110648.9586256
1436331600,1599370524.1189046
1436335200,1614766512.9817047
1436338800,1633196140.6311421
1436342400,1650953715.8936107
1436346000,1667871888.767972
1436349600,1683799304.5415053
1436353200,1700204847.0257645
1436356800,1717419890.537491
1436360400,1734457664.93513
1436364000,1750473581.0731664
1436367600,1766437228.4963412
1436371200,1782711808.7153993
1436374800,1798557020.1669946
1436378400,1814168222.0442533
1436382000,1830212381.0303652
1436385600,1847263108.8566208
1436389200,1864649732.5310092
1436392800,1882425025.0570493
1436396400,1897175176.1151376
1436400000,1908687899.480495
1436403600,1918854777.792902
1436407200,1927563318.5524507
1436410800,1935594225.0248241
1436414400,1717279868.833457
1436418000,1637282898.1660092
1436421600,1650019898.1076748
1436425200,1664956648.5060053
1436428800,1679301167.2963305
1436430600,1689330063.2870898
1436430628,1.69228288E+9
1436430688,1692499968
