“Timestamp”,”Percent processor time”
1428105600,17.263800410291502
1428192000,15.14619828940426
1429056000,18.2551904746419
1429833600,14.16711957196907
1429920000,13.482524318063493
1430006400,16.888973666652184
1430092800,20.05673449149318
1430179200,16.394447236402208
1430265600,17.925007686261946
1430352000,18.022614898353126
1430611200,21.602642768793714
1430697600,33.165200878548134
1430784000,19.08527244555851
1430870400,21.209286870150486
1430956800,18.204340695626957
1431043200,18.277042749104893
1431129600,19.54978974563667
1431216000,18.688675683731443
1431302400,18.781709964703
1431388800,19.697172884734336
1431475200,18.274370126082886
1431561600,15.60882998821004
1431648000,18.962091978453238
1431734400,14.52770059345911
1431820800,17.026552089158148
1431907200,19.568479264155055
1432080000,43.46978462271312
1432166400,32.92028031727125
1432252800,14.754944312288007
1432339200,6.871581769712227
1432425600,8.77013438347828
1432512000,10.45737441833698
1432598400,12.701988960445961
1432684800,11.282293052543173
1432771200,9.875849013868251
1432857600,9.549092155848646
1432944000,9.650897430951543
1433030400,11.191088456135144
1433116800,14.392196191142325
1433203200,10.647211053234962
1433289600,10.071513215885423
1433376000,9.828154962281577
1433462400,9.13519122058527
1433548800,9.472291201316848
1433635200,10.439329287315987
1433721600,12.622948485922628
1433808000,13.515355525384749
1433894400,14.018592495448292
1433980800,12.395581422700275
1434067200,11.912077036806634
1434153600,10.99246064820004
1434240000,12.340445022528641
1434326400,14.750401161809267
1434412800,12.949530619140544
1434499200,14.586152341756973
1434585600,12.435335324108397
1434672000,11.041688160990073
1434758400,9.558745090343413
1434844800,9.765662147341626
1434931200,12.49279985031285
1435017600,11.872064774986843
1435104000,13.549419423530123
1435190400,12.492311809128843
1435276800,10.976091196340754
1435363200,13.811034158407896
1435449600,12.45516092416139
1435536000,15.252316854183636
1435622400,11.928681274381063
1435708800,10.801722147719547
1435795200,9.864374944450592
1435881600,11.880624405075556
1435903200,6.909935656867819
1435906800,11.498207153196677
1435910400,13.558766883882546
1435914000,14.165700912686791
1435917600,12.988998236006914
1435921200,15.1972108232225
1435923000,15.047793720477912
1435923300,17.171672057052884
1435923303,15.39
1435923364,17.8
